dci_a,dci_b,severity,description
SIMVASTATINE,CICLOSPORINE,CONTRE_INDICATION,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse par diminution du métabolisme de la simvastatine.
SIMVASTATINE,DANAZOL,CONTRE_INDICATION,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse par diminution du métabolisme de la simvastatine.
SIMVASTATINE,DILTIAZEM,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Ne pas dépasser la posologie de 20 mg/jour de simvastatine. Si de l'hypocholestérolémiant. l'objectif thérapeutique n'est pas atteint à cette posologie, utiliser une autre statine non concernée par ce type d'interaction."
SIMVASTATINE,DRONEDARONE,DECONSEILLEE,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de la simvastatine).
SIMVASTATINE,FLUCONAZOLE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables concentration-dépendants à type de rhabdomyolyse (diminution du métabolisme hépatique de la Ne pas dépasser la posologie de 20 mg/j de simvastatine. Si l'objectif simvastatine). thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d’interaction."
SIMVASTATINE,GLÉCAPRÉVIR + PIBRENTASVIR,CONTRE_INDICATION,"Augmentation importante des concentrations plasmatiques de simvastatine par la bithérapie, avec risque majoré d’effets indésirables (concentration-dépendants) à type de rhabdomyolyses ."
SIMVASTATINE,MILLEPERTUIS,DECONSEILLEE,Diminution de l’efficacité de l’hypocholestérolémiant par augmentation de son métabolisme hépatique par le millepertuis.
SIMVASTATINE,OMBITASVIR + PARITAPRÉVIR,CONTRE_INDICATION,Augmentation des concentrations plasmatiques de la simvastatine par diminution de son métabolisme hépatique par la bithérapie.
SIROLIMUS,CICLOSPORINE,PRECAUTION_EMPLOI,"Augmentation des concentrations sanguines de sirolimus par la ciclosporine. La néphrotoxicité de la ciclosporine est également Il est recommandé d’administrer le sirolimus 4 heures après la augmentée lors de l’association. ciclosporine. Contrôle de la fonction rénale, pendant l’association et après son arrêt."
SIROLIMUS,OMBITASVIR + PARITAPRÉVIR,DECONSEILLEE,"En association avec le ritonavir : augmentation significative des concentrations de l’immunosuppresseur avec risque de majoration Si l’association s’avère nécessaire, contrôle strict de la fonction rénale, de sa toxicité par la bithérapie. dosage des concentrations sanguines de l'immunosuppresseur et adaptation éventuelle de la posologie."
SIROLIMUS,VERAPAMIL,PRECAUTION_EMPLOI,"Augmentation des concentrations sanguines du sirolimus (diminution de son métabolisme hépatique par le vérapamil). Dosage des concentrations sanguines de l’immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant l’association et après son arrêt."
SODIUM,LITHIUM,PRECAUTION_EMPLOI,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par les sels de sodium. Eviter les surcharges sodées et tenir compte de la présence de sodium dans certains médicaments comme les antiacides.
SODIUM,LITHIUM,PRECAUTION_EMPLOI,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par les sels de sodium. Eviter les surcharges sodées et tenir compte de la présence de sodium dans certains médicaments comme les antiacides.
SOFOSBUVIR,AMIODARONE,DECONSEILLEE,"Survenue de bradycardie éventuellement brutale, pouvant avoir des conséquences fatales. Si l'association ne peut être évitée, surveillance clinique et ECG étroite, en particulier pendant les premières semaines de traitement. Une surveillance continue en milieu hospitalier est requise pendant les 48 heures qui suivent la co-adminsitration. Prendre en compte la longue demi-vie de l'amiodarone chez les patients l'ayant arrêtée au cours des derniers mois et qui doivent débuter un traitement contenant du sofosbuvir."
SOFOSBUVIR,MILLEPERTUIS,CONTRE_INDICATION,Risque de diminution des concentrations plasmatiques de sofosbuvir par diminution de son absorption intestinale par le millepertuis.
SORBITOL,LAMIVUDINE,DECONSEILLEE,"Diminution des concentrations plasmatiques de lamivudine par le sorbitol. Si l’association ne peut être évitée, surveillance plus fréquente de la charge virale."
SORBITOL,POLYSTYRÈNE SULFONATE DE CALCIUM,CONTRE_INDICATION,"Par voie orale ou rectale du sorbitol ou de la résine, et pour une dose de sorbitol par prise >= 2,5 g chez l'enfant et 5 g chez l'adulte : Risque de nécrose colique, éventuellement fatale."
SORBITOL,POLYSTYRÈNE SULFONATE DE SODIUM,CONTRE_INDICATION,"Par voie orale ou rectale du sorbitol ou de la résine, et pour une dose de sorbitol par prise >= 2,5 g chez l'enfant et 5 g chez l'adulte : Risque de nécrose colique, éventuellement fatale."
SOTORASIB,ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,A_PRENDRE_EN_COMPTE,"Risque de diminution de l’effet du sotorasib, par diminution de son absorption."
SOTORASIB,RIFAMPICINE,DECONSEILLEE,"Diminution notable des concentrations plasmatiques du sotorasib, avec risque de moindre efficacité."
SPIRAMYCINE,LEVODOPA,PRECAUTION_EMPLOI,En cas d'association avec la carbidopa : inhibition de l'absorption de la carbidopa avec diminution des concentrations plasmatiques Surveillance clinique et adaptation éventuelle de la posologie de la de la lévodopa. lévodopa.
SPIRONOLACTONE,MITOTANE,CONTRE_INDICATION,"Possible réduction voire abolition de l'effet pharmacodynamique du mitotane par la spironolactone, associé à une baisse des concentrations du mitotane."
STAVUDINE,ISONIAZIDE,PRECAUTION_EMPLOI,"Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables. Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,PENTAMIDINE,PRECAUTION_EMPLOI,"Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables. Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,RIBAVIRINE,PRECAUTION_EMPLOI,"Risque de diminution de l'efficacité de chaque antiviral, par antagonisme compétitif de la réaction de phosphorylation à l'origine Surveillance clinique et biologique régulière, notamment en début des métabolites actifs. d'association."
STAVUDINE,THALIDOMIDE,PRECAUTION_EMPLOI,"Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables. Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,ZIDOVUDINE,DECONSEILLEE,Risque de diminution de l'efficacité de chaque antiviral par antagoniste compétitif de la réaction de phosphorylation à l'origine des métabolites actifs.
STIRIPENTOL,ATORVASTATINE,CONTRE_INDICATION,Risque majoré d’effets indésirables (dose-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l’hypocholestérolémiant).
STIRIPENTOL,CAFEINE,PRECAUTION_EMPLOI,"Augmentation possible des concentrations plasmatiques de la caféine, avec risque de surdosage, par inhibition de son Surveillance clinique et adaptation éventuelle de la posologie de caféine. métabolisme hépatique."
STIRIPENTOL,CLOBAZAM,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de ces anticonvulsivants, avec risque de surdosage, par inhibition de leur Surveillance clinique, dosage plasmatique, lorsque cela est possible, de métabolisme hépatique. l'anticonvulsivant associé au stiripentol et éventuelle adaptation posologique de l'anticonvulsivant associé."
STIRIPENTOL,DIAZEPAM,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques du diazépam, avec risque de surdosage, par inhibition de son métabolisme hépatique. Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associé au stiripentol et éventuelle adaptation posologique de l'anticonvulsivant associé."
STRONTIUM,CALCIUM,PRECAUTION_EMPLOI,"Avec les sels de calcium administrés par voie orale : diminution de l'absorption digestive du strontium. Prendre le strontium à distance des sels de calcium (plus de deux heures, si possible)."
STRONTIUM,CYCLINES,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive du strontium. Prendre le strontium à distance des cyclines (plus de deux heures, si possible)."
STRONTIUM,FER,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive du strontium. Prendre le strontium à distance des sels de fer (plus de deux heures, si possible)."
STRONTIUM,FLUOROQUINOLONES,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive du strontium. Prendre le strontium à distance des fluoroquinolones (plus de deux heures, si possible)."
SUBSTRATS À RISQUE DU CYP3A4,CRIZOTINIB,DECONSEILLEE,Risque de majoration de la toxicité de ces molécules par diminution de leur métabolisme et/ou augmentation de leur biodisponibilité par le crizotinib.
SUCRALFATE,DIGOXINE,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive de la digoxine. Prendre le sucralfate à distance de la digoxine (plus de 2 heures, si possible)."
SUCRALFATE,FLUOROQUINOLONES,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive des fluoroquinolones. Prendre le sucralfate à distance des fluoroquinolones (plus de 2 heures, si possible)."
SUCRALFATE,HORMONES THYROÏDIENNES,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive des hormones thyroïdiennes. Prendre les hormones thyroïdiennes à distance du sucralfate (plus de 2 heures, si possible)."
SUCRALFATE,PHÉNYTOÏNE,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive de la phénytoïne. Prendre le sucralfate à distance de la phénytoïne (plus de 2 heures, si possible)."
SUCRALFATE,SULPIRIDE,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive du sulpiride. Prendre le sucralfate à distance du sulpiride (plus de 2 heures, si possible)."
SULFAFURAZOL,PHÉNYTOÏNE,DECONSEILLEE,"Augmentation des concentrations plasmatiques de phénytoïne jusqu'à des valeurs toxiques (inhibition de son métabolisme). Utiliser de préférence une autre classe d'anti-infectieux, sinon surveillance clinique étroite, dosage des concentrations de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et après son arrêt."
SULFAMETHIZOL,METHENAMINE,DECONSEILLEE,Précipitation cristalline dans les voies urinaires (favorisée par l'acidification des urines).
SULFAMETHIZOL,PHÉNYTOÏNE,DECONSEILLEE,"Augmentation des concentrations plasmatiques de phénytoïne jusqu'à des valeurs toxiques (inhibition de son métabolisme). Utiliser de préférence une autre classe d'anti-infectieux, sinon surveillance clinique étroite, dosage des concentrations de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et après son arrêt."
SULFAMETHOXAZOLE,ANTIVITAMINES K,DECONSEILLEE,"Augmentation importante de l’effet de l’antivitamine K et du risque hémorragique. Si l’association ne peut être évitée, contrôle plus fréquent de l’INR et adaptation de la posologie de l’antivitamine K pendant le traitement par cotrimoxazole et après son arrêt."
SULFAMÉTHOXAZOLE + TRIMÉTHOPRIME,SULFAMIDES HYPOGLYCÉMIANTS,A_PRENDRE_EN_COMPTE,"Rares survenues d’hypoglycémies, notamment chez le sujet âgé, dénutri ou insuffisant rénal."
SULFAMIDES ANTIBACTÉRIENS,METHOTREXATE,PRECAUTION_EMPLOI,Augmentation de la toxicité hématologique du méthotrexate. Dosage des concentrations de méthotrexate. Adapatation posologique si nécessaire pendant l'association et après son arrêt.
SULFAMIDES HYPOGLYCÉMIANTS,ALCOOL,DECONSEILLEE,"Effet antabuse, notamment pour glibenclamide, glipizide, tolbutamide. Augmentation de la réaction hypoglycémique Eviter la prise de boissons alcoolisées et de médicaments contenant de (inhibition des réactions de compensation) pouvant faciliter la l'alcool. survenue de coma hypoglycémique."
SULFAMIDES HYPOGLYCÉMIANTS,BÊTA-2 MIMÉTIQUES,PRECAUTION_EMPLOI,"Elévation de la glycémie par le bêta-2 mimétique. Renforcer la surveillance sanguine et urinaire. Passer éventuellement à l'insuline, le cas échéant."
SULFAMIDES HYPOGLYCÉMIANTS,BÊTA-BLOQUANTS,PRECAUTION_EMPLOI,"Tous les bêta-bloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie. Prévenir le patient et renforcer, surtout en début de traitement, l'autosurveillance glycémique."
SULFAMIDES HYPOGLYCÉMIANTS,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,PRECAUTION_EMPLOI,"Tous les bêta-bloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie. Prévenir le malade et renforcer, surtout au début du traitement, l'autosurveillance sanguine."
SULFAMIDES HYPOGLYCÉMIANTS,CHLORPROMAZINE,PRECAUTION_EMPLOI,A fortes posologies (100 mg par jour de chlorpromazine) : élévation de la glycémie (diminution de la libération de l'insuline). Prévenir le patient et renforcer l'autosurveillance glycémique. Adapter éventuellement la posologie du neuroleptique pendant le traitement et après son arrêt.
SULFAMIDES HYPOGLYCÉMIANTS,CLARITHROMYCINE,PRECAUTION_EMPLOI,"Risque d'hypoglycémie par augmentation des concentrations plasmatiques de l’antidiabétique. Prévenir le patient, renforcer l'autosurveillance glycémique et adapter éventuellement la posologie du sulfamide hypoglycémiant pendant le traitement par la clarithromycine."
SULFASALAZINE,DIGOXINE,PRECAUTION_EMPLOI,"Diminution de la digoxinémie pouvant atteindre 50 %. Surveillance clinique, ECG et, éventuellement, de la digoxinémie. S'il y a lieu, adaptation de la posologie de la digoxine pendant le traitement par la sulfasalazine et après son arrêt."
SULFASALAZINE,PONATINIB,PRECAUTION_EMPLOI,Risque d’augmentation des concentrations plasmatiques de la sulfasalazine par augmentation de son absorption intestinale par le Surveillance clinique et biologique étroite pendant l’association. ponatinib.
